Designator,Mid X,Mid Y,Rotation,Layer
D1,90.0,-30.0,0.0,top
D2,120.0,-30.0,180.0,top
D4,120.0,-60.0,180.0,top
D7,90.0,-60.0,0.0,top
J1,112.0,-42.5,270.0,top
J2,112.0,-46.5,270.0,top
J3,117.5,-44.235,0.0,top
R1,98.5,-57.0,270.0,top
R2,96.0,-57.0,270.0,top
R3,96.0,-33.5,90.0,top
R4,98.5,-33.5,90.0,top
R5,111.5,-33.5,90.0,top
R6,114.0,-33.5,90.0,top
R7,114.0,-57.0,270.0,top
R8,111.5,-57.0,270.0,top
